"","UID","ALUMINUM","AMMONIA_N","ANC","CALCIUM","CHLORIDE","COLOR","COND","DOC","MAGNESIUM","NITRATE_N","NITRITE_N","NTL","PH","POTASSIUM","PTL","SILICA","SODIUM","SULFATE","TURB","CHLX","CHLL","OXYGEN","TEMPERATURE","DEPTH","CONDUCTIVITY","SECCHI","AREA_HA","ELEVATION","ABUNDANCE","PERIM_KM","INDEX_LAT_DD","INDEX_LON_DD","MMI_BENT_NLA12","MMI_ZOOP_NLA6","AMITOTAL","LitCvrQc3OE","LitRipCvrQc3OE","RDis_IX","RVegQc3OE","MICX","ATRAZINE","METHYLMERCURY","TOTALHG","URBAN","LAKE_ORIGIN"
"619",7375,0.002,0.023,418.7,4.608,1.949,21,52.4,3.82,2.225,0.003,0,0.379,7.73,1.123,33,5.049,1.703,2.058,4.15,9.386666667,17.33,5.81666666666667,29.0333333333333,1.55,68.6666666666667,1.05,5.55544262,78.07,4064,1.293121817,33.36433,-88.16674,68.8,54.92,0.1,0.468809148,0.672166933,0.42972973,0.887992033,0,0,0.45,93.09,"No","MAN_MADE"
"620",7376,0.002,0.023,91.6,1.173,1.69,15,20.7,2.5,0.61,0.004,0.001,0.326,6.86,1.106,24,8.858,1.171,1.616,2,6.088,6.22,5.12222222222222,26.0555555555556,3.11111111111111,33.4444444444444,1.65,91.03472955,71.04,3786,11.21361901,33.29762,-87.67942,45,55.47,0.05,0.731182919,0.692141827,0.425,0.783079827,0.1123,0,3.2,109.09,"Yes","MAN_MADE"
"621",7377,0.003,0.0091,315.5,4.901,2.039,34,43.1,8.32,1.047,0.002,0,1.808,6.1,0.388,176,3.175,1.045,1.109,23.1,92,55.07,4.33333333333333,20.2,0.266666666666667,51.3333333333333,0.45,1.366692093,467.57,2629,0.541478797,42.14606,-76.49684,53.1,63.15,0.1725,0.026663945,0.419375109,0.15,0.622021929,0.23202,0.09,2.4,154.64,"No","NATURAL"
"622",7378,0.008,0.016,184,1.173,0.943,10,23.7,2.14,0.894,0.003,0.001,0.159,7.25,1.128,13,4.332,1.454,0.817,1.57,2.752,7.97,5.00833333333333,17.1166666666667,5.5,36.9166666666667,3.25,1.460551063,281.62,1320,0.481211146,36.74938,-79.87363,59.1,92.05,0.6025,1.620033397,0.979428339,0.340034662,0.655644221,0,0.14,2.8,272,"Yes","MAN_MADE"
"623",7379,0.003,0.019,316.9,3.3,0.812,17,35.8,1.56,1.146,0,0,0.121,7.55,0.534,16,5.609,1.665,1.346,1.1,5.04,1.43,7.28235294117647,18.9176470588235,17.8235294117647,31.9411764705882,3.45,2267.070511,255.73,1120,135.7417686,37.63876,-120.28211,25.9,68.25,0.255,1.782387624,1.12732449,0.921875,0.878474969,0.09782,0.11,2.1,24.33,"No","MAN_MADE"
"624",7381,0.008,0.027,243.8,2.917,0.036,20,26.3,9.09,1.129,0,0,0.766,7.22,0.786,28,0.259,0.44,0.05,2.5,14.048,9.09,10.1,26.35,0.75,24.5,2.2,1.504053802,420.17,1660,0.521950511,46.98765,-94.46769,76.1,80.9,0.7225,1.463026294,0.922102769,0,0.694450317,0.19,0,0.81,112.75,"No","NATURAL"
"625",7383,0.008,0.011,1010,13.52,5.148,5,143.4,1.46,2.571,0.003,0,0.063,8.14,1.664,42,19.456,9.548,10.592,0.19,0.524,0.53,10.1432432432432,12.1526315789474,18.6057142857143,28.3076923076923,8.875,10866.69636,2065.39,878,145.0640258,43.89121,-110.66432,44.1,64.48,0.01,0.806342695,0.682057986,0.291666667,1.129814072,0.07505,0,0.49,76.39,"No","NATURAL"
"626",7384,0,0.095,10330,67.44,266.145,34,4010,25.39,257.9,0.002,0,2.83,8.8,79.58,176,24.464,514.9,1539.075,2.66,13.46666667,12.48,6.51666666666667,25.2666666666667,1.66666666666667,4024.33333333333,1.9,17.21388091,527.1,5871,2.780089138,46.89271,-99.41645,51.7,26.68,0.2475,0.187980815,0.267934585,0.885064935,0.357878751,3.05054,0,0.36,51.76,"No","NATURAL"
"627",7385,0,0.031,2936,26.3,57.808,16,508,5.89,28.35,0,0,1.198,8.56,4.224,109,3.138,26.61,26.823,4.93,48.64,46.88,3.98888888888889,24.73,3.05555555555556,564,0.95,6.987920243,152.77,5083,1.465679447,38.750644,-89.992363,36.7,37.08,0.27,0.368395634,1.135825562,0.504085603,1.672055452,0.04569,2.62,2.8,67.8,"Yes","MAN_MADE"
"628",7389,0.016,0.015,132.2,2.138,0.795,19,22.6,3.97,0.479,0.002,0,0.23,7.09,0.431,10,3.827,1.358,2.217,0.23,1.588,1.62,8.17307692307692,13.7961538461538,11.5538461538462,17.3346153846154,5.9,625.5059963,97.04,2982,17.65294441,45.352123,-67.918271,63.5,64.38,0.055,0.679930607,0.235597629,0.457692308,0.138290486,1.92038,0.63,4.4,216.05,"No","NATURAL"
"629",7390,0.009,0.02,99.5,1.152,3.07,11,24.4,2.68,0.333,0.003,0,0.205,6.76,0.176,13,3.54,2.544,1.857,0.69,2.104,1.82,7.68,24.76,1.32,25.26,2,7.388289717,42.81,1327,1.476294041,44.408919,-68.268195,55.2,51.63,0.015,0.891061072,0.894135608,0.342268041,1.049590579,1.06855,0,2.4,233.81,"Yes","NATURAL"
"630",7392,0,0.022,352.7,5.065,1.447,37,44.1,11.36,1.019,0.002,0,0.92,7.3,1.276,88,6.684,1.682,0.093,6.97,52.4,26.4,6.93,31.32,0,50,0.55,105.7849996,74.14,14590,9.08146137,34.53654,-92.27022,22.4,62.12,0.205,0.89796835,0.969658129,0.327419355,1.003337449,0.01993,0,1,222.22,"No","MAN_MADE"
"631",7395,0,0.01,782,575.4,53.931,8,3580,5.87,185.7,0,0,0.744,7.43,4.436,45,24.594,142.7,2452.308,1.2,3.104,1.03,1.98333333333333,23.4,1.18333333333333,3624.5,2.1,2.905501949,1720.86,1454,1.05535296,37.28533,-104.33716,42.5,57.55,0.7825,0.417424065,0.64277301,0.191991786,0.875225535,0.09548,0,0.08,22.02,"No","NATURAL"
"632",7396,0.032,0.017,644.8,6.416,0.41,6,64,1.77,2.06,0.002,0,0.14,8.02,1.024,40,20.375,2.629,0.516,1.33,1.508,1.47,7.56833333333333,17.2983333333333,7.52777777777778,67,3.5,385.8957227,1709.58,989,21.29411408,39.40619,-120.09607,35.1,37.8,0,1.247351064,0.656477392,0.783333333,0.507608068,0.06255,0,0.69,28.69,"No","MAN_MADE"
"633",7402,0.238,0.1,1850,28.2,10,27,252,5.74,6.5,0.05,0,1.18,7.92,3.19,17,5.78,8.2,19.8,11.7,38.8,28.8,3.874,27.234,3.55,314.3,0.49,160.7371379,245.42,3432,13.29748652,34.28727,-97.16629,55.2,33.2,0.005,0.132887155,0.708555417,0.25,1.106553951,0.09478,0,1.4,31.43,"No","MAN_MADE"
"634",7403,0,0.017,3127,26.66,7.678,11,320,6.13,21.27,0.002,0,0.531,8.55,2.241,41,19.886,5.196,5.978,0.89,4.384,4.78,6.35714285714286,26.2142857142857,2.14285714285714,335.714285714286,3.7,43.44862827,396.81,1234,4.758362269,46.3994,-95.89005,52.9,72.3,0.9,1.31990194,0.65729728,0.22972973,0.349075261,0.15,0,1.6,27.31,"Yes","NATURAL"
"635",7404,0.009,0.018,389.7,2.811,3.017,35,60.4,7.69,0.852,0,0,0.76,7.53,1.617,82,7.943,7.623,4.276,5,27.2,11.25,4.075,26.0375,1.56666666666667,72.4285714285714,0.45,5.039237383,21.56,2162,2.035656512,30.82211,-89.77522,30.9,58.57,0.075,0.645137636,0.652198433,0.417441861,0.633246275,0.20598,0,1.2,114.43,"No","MAN_MADE"
"636",7405,0.022,0.083,5196,43.27,9.932,55,545,21.96,11.38,0,0,4.163,9.24,12.02,1399,1.285,65.72,31.231,52.23,257.6,190.4,6.45,26.93,0.166666666666667,42.3833333333333,0.15,32.08410411,425.89,4086,4.582719371,40.32737,-96.53367,40.1,59.07,0.055,0.144143823,0.230289656,0.466666667,0.29352143,0.6617,2.4,0.76,32.68,"No","MAN_MADE"
"637",7406,0.002,0.117,2741,56.63,7.928,15,701,3.69,19.71,0.013,0,0.849,8.42,2.914,82,9.76,59.07,215.523,3.45,10.44,18.24,4.28026315789474,17.6105263157895,19.75,634.368421052632,1.5,5253.906245,1109,1180,298.4479007,45.09453,-108.21118,30.2,19.6,0.005,1.555979699,1.084622868,0.045454546,0.80795637,0.0735,0,0.65,48.39,"No","MAN_MADE"
"638",7409,0.012,0.032,222.5,3.382,10.853,32,71.2,8.72,1.536,0.003,0,0.476,7.09,1.775,34,3.047,5.572,3.541,3.7,6.496,7.15,6.475,32.2,0,71,1.55,7.29500254,55.37,1368,1.551513244,33.0754,-92.66022,42.9,61.37,0,0.236501464,0.658222305,0.472222222,1.140123178,0,0.06,1.1,191.18,"No","MAN_MADE"
"639",7410,0.004,0.013,1718,38.44,5.372,10,374,2.46,15.3,0.003,0,0.179,8.2,2.327,19,6.6,10.29,94.453,3.02,7.376,4.03,5.25,24.7666666666667,2.48333333333333,362.333333333333,1.2,29.68265713,469.85,1103,3.491105923,36.94422,-82.20393,51.5,66.2,0.175,1.181271967,1.059647059,0.266666667,0.911513374,0.79813,0,1,56.05,"No","MAN_MADE"
"640",7411,0,0.025,2177,34.04,2.427,32,216,10.9,6.858,0.003,0,0.791,8.57,0.598,40,16.295,2.758,3.059,3.12,12.16,16,4.6,25.0142857142857,2.07142857142857,203.857142857143,1.8,144.0471314,357.17,3268,5.954351704,46.23717,-94.3388,60.1,57.53,0.6125,0.372088758,0.572897705,0.779518072,0.714309213,0,0,0.81,140.85,"No","NATURAL"
"641",7412,0.019,0.015,98.5,1.476,0.181,2,11.78,0.71,0.117,0.012,0.001,0.051,6.88,0.114,9,3.993,0.561,0.618,0.07,0.384,0.7,7.34166666666667,18.2461538461538,6.06666666666667,219.1,9.1,27.879266,2621.58,1014,2.90445712,43.94075,-114.94123,67,78.77,0.015,0.435983164,0.85240575,0,1.059274116,0,0,0.53,86.42,"No","NATURAL"
"642",7413,0.004,0.015,554.6,9.085,0.237,10,59.1,1.11,0.711,0,0,0.029,7.88,0.385,23,10.782,1.477,0.819,0.16,0.441142857,0.63,9.44083333333333,12.0391666666667,6.17,40.5333333333333,7.1,27.93849885,2117.46,738,2.222828963,44.30011,-115.25336,66,66.13,0.04,1.613597645,0.993984237,0.422222222,0.834744332,0.0881,0,0.86,76.6,"No","NATURAL"
"643",7414,0,0.083,6366,79.93,139.271,20,4710,19.56,227,0.003,0,2.4,9.02,85.03,147,0.216,729,2262.874,7.74,38.736,19.25,7.7,26.2,0.725,3820.75,0.725,412.2112364,554.15,1414,9.919813595,44.87784,-99.75032,26,29.28,0.29,0.965350752,0.284941633,0.781972789,0,2.31828,2.45,0.16,34.59,"No","NATURAL"
"644",7416,0.016,0.024,1000,13.29,2.216,21,181.1,7.57,6.087,0,0,1.318,8.36,2.869,97,6.132,10.05,33.375,16.22,64.8,60,3.841,27.2333333333333,0,199.857142857143,0.375,11.75485577,253.52,2206,1.713914062,37.80762,-94.20751,51.3,44.57,0.005,0.173775511,0.52896518,0.476948318,0.777245209,0.09456,0.11,0.87,35.59,"No","MAN_MADE"
"645",7417,0,0.044,13163,72.81,56.209,48,2340,33.74,140.7,0.002,0,6.2,9.2,102.9,1254,27.008,255.7,693.336,52.69,164,176.14,5.03333333333333,25.3166666666667,1.63333333333333,2348.33333333333,0.345,17.27003109,544.53,10946,1.602258191,47.06883,-99.07875,15.7,24.6,0.316666667,0.910937626,1.317538573,0.941272431,1.766510314,1.47175,0.06,0.67,59.21,"No","NATURAL"
"646",7418,0,0.025,7615,62.81,44.924,32,2310,19.45,145.4,0,0,3.373,8.82,48.53,333,36.788,253.5,869.943,29.14,39.4893617,120.38,5.98571428571429,25.2285714285714,2.04285714285714,2309.71428571429,0.325,38.88659889,553.58,9536,3.316656794,47.13834,-99.12896,20.7,37.32,0.045,0.312495643,0.627098172,0.728571429,0.900993632,0.60725,0,2.1,49.02,"No","NATURAL"
"647",7419,0.031,0.011,308,3.819,0.076,28,32.5,7.14,1.147,0.005,0,0.668,7.84,1.315,25,0.541,0.361,0.383,0.79,5.76,5.44,13.9833333333333,27.2833333333333,0.833333333333333,23.45,2.51,2.695120376,479.13,1912,0.623482197,47.18747,-95.18492,68,74.78,0.230555556,1.05872326,1.100754374,0.851960784,1.43678863,0.08042,0,1.2,108.11,"No","NATURAL"
"648",7420,0.017,0.02,479.568,7.1,6.6,22,66,4.1,1.3,0.05,0,0.3,8.1,0.5,10,1.3,3.6,4.37,1.9,2.448,1.92,8.57142857142857,25.3285714285714,1.07142857142857,68.2857142857143,2.68,2.075856036,200.68,1212,0.580286159,44.4339,-69.39012,54.1,76.77,0.4875,0.098593995,0.138169962,0.559907834,0.148006679,0.06193,0,0.82,57.28,"No","MAN_MADE"
"649",7421,0.009,0.01,174.3,2.616,0.205,29,24,4.97,0.647,0,0,0.34,6.89,0.168,23,2.615,0.957,2.415,1.19,16.48,2.4,3.43333333333333,22.5833333333333,1.66666666666667,35.5,1.975,1.819344776,362.97,1753,0.500017241,43.32608,-73.81268,64,67.23,0.605,0.306289087,0.642325148,0.530508475,0.857802003,0.58241,0,4.8,142.86,"No","NATURAL"
"650",7422,0.005,0.017,182.6,3.285,0.162,17,25.5,3.27,0.439,0.002,0,0.251,7.22,0.143,9,2.636,0.662,2.739,0.81,2.664,2.5,5.475,12.89375,6.53125,38.5625,3.475,2.525106225,388.65,958,0.673130259,43.98742,-73.56996,34.2,81.98,0.005,0.372088758,0.419243855,0.588732394,0.448118534,0.36325,0,0.32,147.06,"No","NATURAL"
"651",7423,0.029,0.0098,90,0.32,0.31,5,14,1.93,0.2,0.005,0,0.162,6.55,0.4,4.1,3.08,0.43,3.76,0.83,0.5,3,9.725,21.025,3.4,14,3.125,12.60971255,1884.91,1789,1.465793782,39.761243,-120.712138,55.7,66.1,0.09,0.980876713,0.926731669,0.2875,0.906904739,0.06725,0,8.9,211.68,"No","NATURAL"
"652",7424,0.008,0.0097,1030,9.02,2.77,5,124,1.84,4.74,0.005,0.001,0.167,8.03,0.45,7.5,20.2,5.59,3.7,2.09,3.4,3.1,8.54285714285714,25.6857142857143,2.97142857142857,124.571428571429,4.81,21.60541441,425.25,1093,3.383860377,39.37361,-121.2792,59.5,61.37,1.085,0.986935954,1.113815419,0.342046432,1.188061324,0.06461,0,0.39,27.92,"No","MAN_MADE"
"653",7425,0,0.018,6969,27.88,12.602,28,970,15.41,106.6,0.002,0,2.049,8.9,23.8,86,22.453,30.7,226.289,7.29,50.4,44.6,3.55888888888889,22.8133333333333,2.94444444444444,1043.44444444444,0.45,35.25267076,390.66,3784,3.252606434,46.2521,-95.93755,43.8,45.78,0.1525,0.731296654,0.73506269,0.448484849,0.782746024,0.17,0.06,0.77,89.89,"Yes","NATURAL"
"654",7429,0.047,0.0056,129.9,2.214,0.289,30,19.11,3.74,0.317,0.002,0,0.145,7.14,0.317,12,5.536,0.933,1.703,0.24,1.38,1.31,8.78285714285714,8.75142857142857,18.6057142857143,20.2571428571429,5.475,87.42518393,193.05,1785,4.811168778,45.751332,-69.08012,63.5,84.38,0.03,1.27539737,1.321193539,0.265384615,1.008794116,0.06678,0,2.1,660.38,"No","NATURAL"
"655",7430,0.026,0.021,433.8,7.481,0.236,10,52,2.1,0.626,0.002,0,0.18,7.55,0.448,9,3.197,1.042,3.871,0.28,1.012,1.14,10.1818181818182,18.1363636363636,4.1,52.8181818181818,8.23,12.06401995,390.6,761,1.285735838,46.943959,-68.871207,67.5,65.48,0.14,0.790630788,0.297799783,0.493589744,0.086082194,0.0843,0.36,0.45,195.35,"No","NATURAL"
"656",7431,0.013,0.0092,360.5,7.041,0.25,5,45.7,2.84,0.614,0.002,0,0.153,7.29,0.374,10,4.105,0.824,3.183,0.18,0.932,1.26,8.676,12.708,10.224,34.308,7.075,102.9839841,344.87,2696,5.948079061,46.965022,-68.848564,55.5,90.93,0.4075,0.556175121,0.50758554,0.624561404,0.319268376,0,0.08,0.8,304.81,"No","NATURAL"
"657",7432,0,0.011,2544,22.31,3.517,5,240,5.93,15.58,0,0,0.54,8.66,4.058,11,1.888,2.84,1.034,0.74,1.558,2.06,9.79769230769231,23.2846153846154,4.26923076923077,237.846153846154,4.35,139.0504772,437.86,1082,10.50970183,46.87294,-95.73062,33.1,87.37,0.145,0.750297949,0.50894817,0.457692308,0.645489893,0.12112,0.377,0.85,48.15,"No","NATURAL"
"658",7433,0.009,0.0051,192.5,0.842,4.352,28,38.1,3.17,1.033,0.003,0,0.296,7.35,1.05,21,6.807,4.475,1.48,1.89,9.696,4.58,5.57777777777778,25.1,4.54166666666667,42.4142857142857,1.35,82.05680615,89.99,1400,6.744627769,31.30085,-89.43896,53.9,69.27,0,0.419174084,0.367514755,0.837640449,0.277218895,0.08128,0.15,1.7,70.71,"Yes","MAN_MADE"
"659",7435,0,0.01,2582,32.32,20.743,25,507,4.64,15.65,0.002,0,2.109,8.56,10.3,225,47.049,43.88,92.261,17.01,160.64,161.6,9.44714285714286,27.234,0.957142857142857,16.9714285714286,0.25,43.7105103,359.2,4690,11.61514325,41.38303,-96.47379,23.9,34.47,0,0.110739296,0.184246579,0.814102564,0.237839207,1.20324,0.71,0.23,15.74,"Yes","MAN_MADE"
"660",7442,0,0.019,2274,30.21,42.984,25,374,8.05,12.7,0.003,0,0.803,8.33,1.43,17,2.507,25.96,9.961,1.03,6.056,7.65,4.3,24.3257142857143,3,394.571428571429,2.2,12.12058285,253.16,1606,1.320546445,41.32239,-85.76976,46.2,44.75,1.2,1.479512787,1.183943777,0.342268041,1.101832654,0.24612,0.07,2.3,152.26,"Yes","NATURAL"
"661",7443,0,0.05,3172,41.34,42.017,12,493,4.39,24.36,0.564,0.001,1.116,8.51,2.669,11,3.479,22.97,35.229,0.57,2.16,1.57,5.1275,19.9875,6.5625,526.0625,4.7,73.51380345,252.87,1309,4.459647505,41.39136,-85.83068,45.5,60.17,0.5575,0.292867985,0.413387706,0.638399384,0.50258283,0.06962,0.17,0.84,103.14,"No","NATURAL"
"662",7444,0,0.026,3197,39.67,24.052,18,409,6.37,21.04,0.004,0,0.616,8.45,1.723,32,15.353,14.97,21.853,1.17,4.08,5.25,4.6188,25.151,3.55,411,2.4,49.05708786,253.16,1392,3.209999592,41.2865,-85.69183,44.8,57.88,0.605,0.217334608,0.485949177,0.715631532,0.657677752,0.14371,0,0.49,38.96,"Yes","NATURAL"
"663",7446,0.027,0.0099,1435,18.51,12.019,22,201,5,8.854,0.002,0,0.705,9.08,3.646,45,0.568,6.631,12.631,5.86,33.92,32.8,4.64166666666667,23.5083333333333,4.54166666666667,282.083333333333,0.875,13.15251632,195.55,6277,2.500981851,39.443131,-89.959666,38,42.8,0,1.069319382,1.315034159,0.191577061,1.514847907,1.8824,2.16,6.4,47.78,"No","MAN_MADE"
"664",7449,0,0.022,7180,49.86,18.218,28,1248,18.98,98.95,0.002,0,3.333,8.89,30.52,279,46.972,89.13,358.644,29.7,81.12,87.35,5.82857142857143,10.3225,4.55,52,0.4,45.10079929,550.62,12603,2.818150075,47.08327,-99.22789,18.9,34.03,0.1,0.620997491,0.897853156,0.72,1.203697382,24.1904,0,1.4,52.96,"No","NATURAL"
"665",7450,0.004,0.012,225.3,3.171,8.82,28,61.9,4.36,1.139,0,0,0.244,7.33,0.501,18,3.712,5.897,3.704,1.09,4.277333333,3.58,5.21428571428571,23.8428571428571,1.78571428571429,72.5714285714286,2.25,32.98197277,52.68,1382,3.619282802,41.33891,-72.48376,38.2,65.48,1.265,1.365535767,0.966052137,0.17962963,0.88984938,0.08364,0,12,253.42,"Yes","MAN_MADE"
"666",7451,0,0.043,2808,113.4,36.696,45,1657,16.96,71.24,0.003,0,1.369,9.23,22.49,357,11.315,159.8,758.305,0.45,1.912,1.97,4.82,24.2,1.14,1333.6,2.55,4.511253923,577.95,1021,1.143947924,44.32222,-99.73138,45.6,47.23,1.06,0.911354446,0.499670472,0.925925926,0.24479624,0.10412,0.11,1,42.42,"No","MAN_MADE"
"667",7453,0.006,0.01,386.3,4.703,3.908,10,60,2.14,1.617,0.003,0,0.221,7.58,1.668,15,7.35,3.654,3.118,1.46,5.024,6.16,3.79933333333333,27.8746666666667,6.03333333333333,70.76,2.315,3511.416103,256.03,1718,254.5063158,34.12916,-84.63402,36,64.77,0.1125,1.271352778,0.974921938,0.377421407,0.622701791,0.14472,0.05,0.59,93.43,"Yes","MAN_MADE"
"668",7455,0.01,0.0066,1040,17.75,2.772,30,122.2,4.04,2.344,0.128,0.003,0.55,7.85,1.766,40,4.714,2.403,5.002,6.97,16.32,13.09,3.542,20.948,1.92,156.2,0.7,3.751079578,478.99,2237,0.879560682,38.55814,-78.97012,23.2,65.25,0.31,0.865043813,0.835466692,0.165384615,0.467664198,0.09019,0,0.42,76.92,"No","MAN_MADE"
"669",7459,0.005,0.007,1756,28.83,2.08,10,175.9,3.6,3.51,0.003,0,0.51,8.8,1.639,62,13.866,2.212,2.296,3.91,17.5,12.08,7.28,31.62,1.2,175.8,0.65,18.10471487,171.04,1870,3.585987135,33.88175,-85.93198,41.1,58.05,0.2575,0.541583149,0.429130832,0.632608696,0.223205488,0.08847,0,0.81,58.68,"No","MAN_MADE"
"670",7460,0,0.027,2989,74.37,19.443,26,1932,18.64,57.6,0,0,1.993,9.39,15.59,366,1.742,279,871.475,3.75,33.6,11.2,8.518,24.27,0.94,2020,0.83,22.23082519,726.45,2249,2.282528414,45.075333,-101.640138,38,34.52,0.875,0.670807529,0.311923561,0.945881589,0.086082194,0.56226,0.63,0.65,47.41,"No","MAN_MADE"
"671",7461,0.004,0.0063,265.9,2.23,2.564,12,38.8,2.75,0.977,0.003,0,0.231,7.62,1.734,28,12.094,2.975,1.374,2.23,5.645714286,7.47,5.82857142857143,28.5571428571429,2.11428571428571,56.4285714285714,1.6,1.59932694,181.98,1563,0.622560844,32.85885,-84.39717,23.8,72.3,0.3475,0.404936411,0.300204109,0.880952381,0.21982598,0.06193,0,0.34,67.46,"Yes","MAN_MADE"
"672",7462,0.019,0.021,3761,46.39,22.693,18,430,8.38,25.84,0.002,0,1.8,9.1,3.787,684,44.001,7.925,21.972,16.6,88,48.93,9.012,28.28,0.54,435.6,0.83,20.67339419,437.09,9756,1.690054795,43.46103,-95.17175,13.6,6.12,0,0.904223657,0.552849181,0.305882353,0.481695918,13.9885,0.34,0.52,64.78,"Yes","NATURAL"
"673",7463,0,0.01,879.208,14,7,16,115,4.9,2.6,0.05,0,0.4,8,0.5,15,0.5,4.1,4,1.8,6.56,2.75,2.57058823529412,18.3588235294118,8,129.647058823529,2.875,1887.921208,60.78,1022,46.67428231,44.868701,-69.23183,8.8,65.17,0.24,1.175958884,0.519661209,0.597715736,0.434345719,0.15795,0,6.3,192.55,"No","NATURAL"
"674",7464,0.036,0.014,220.5,2.438,0.111,48,25,11.55,0.829,0.003,0,0.873,7.01,1.633,28,0.298,0.595,0.196,1.18,9.6,8.27,7.82222222222222,19.9444444444444,2.33333333333333,35.4444444444444,2.02,2.772434665,428.22,1343,0.95459709,47.04515,-94.50271,73.5,68.68,0.18,0.944042511,0.395668185,0.317441861,0.316000902,0.18,0.06,1.9,133.69,"No","NATURAL"
"675",7465,0.046,0.0022,496.3,8.993,0.517,12,53.6,0.93,0.337,0.002,0,0.075,8.03,0.303,12,1.564,0.806,1.57,0.15,1.908,1.86,8.06666666666667,15.9566666666667,1.66666666666667,58,4.5,4.379874732,2968.8,964,0.827084238,40.59271,-115.39386,46.3,59.98,0.09,1.353497138,0.827947933,0,0.634038537,0,0,1,38.1,"No","MAN_MADE"
"676",7471,0.019,0.038,1948,35.71,24.486,19,712,9.14,29.1,0.002,0,0.93,9.29,2.046,74,7.528,73.46,231.019,1,30.312,8.24,9.02,20.9,1.2,718.6,1.45,96.6656787,1556.15,5348,6.620051953,46.03763,-110.68973,49.1,4.57,0.965,1.457710354,0.653165066,0.408917198,0.145511448,0.0702,0,0.44,28.52,"No","MAN_MADE"
"677",7472,0.007,0.0054,3298,51.68,0.855,9,319,2.13,10.22,0.002,0,0.16,8.49,0.838,28,11.832,2.004,10.127,0.88,1.346666667,1.08,7.275,18.0707142857143,5.53571428571429,333.642857142857,4.04,150.7199749,1672.89,4599,10.65545707,46.62572,-110.73583,38.6,25.4,0.205,0.486506304,0.495890406,0.707755381,0.516696338,0,0,0.35,61.5,"No","MAN_MADE"
"678",7474,0.061,0.0064,109.6,1.384,0.199,36,15.38,7.08,0.592,0.002,0,0.239,6.86,0.254,12,0.404,0.674,1.152,0.58,3.208,2.78,5.38333333333333,19.5833333333333,1.92333333333333,18,3.925,16.37776262,330.66,1739,2.066630214,45.65586,-69.927396,72.6,71.6,0.48,0.459993998,0.997115391,0.095454546,1.304681127,0.18,0,19,237.9,"No","NATURAL"
"679",7475,0,0.013,4444,47.26,13.932,12,477,6.1,17.91,0.042,0,0.628,8.59,4.893,234,26.588,31.96,21.769,66.74,10.42,12.78,6.35555555555556,22.3555555555556,1.55555555555556,462.111111111111,0.225,529.2331386,1822,994,25.91177862,34.36151,-109.36523,34.8,51.1,0.1575,0.725682685,0.361208355,0.366666667,0.179384716,0.066,0,0.16,30.32,"No","MAN_MADE"
"680",7476,0.004,0.0092,405.2,5.064,0.073,20,45.9,1.29,0.59,0.017,0.001,0.061,7.88,0.372,11,5.332,1.277,2.723,0.8,1.264,0.65,7.28,14.02,2.75,37.4,5.75,1.638010034,2959.99,1036,0.49435329,39.22084,-106.39173,32.6,70.5,0.155,0.482359814,0.663346356,0.227419355,0.751417153,0,0,0.79,113.21,"Yes","NATURAL"
"681",7477,0.029,0.0024,144.6,2.836,0.179,5,22.7,0.6,0.13,0.015,0.001,0.053,7.16,0.109,15,7.467,1.409,1.498,0.05,0.112685714,1.66,5.1375,17.3,0.7,358.5,1.1,5.646490065,2164.74,846,1.446164572,43.99758,-114.89014,64,51.38,0.22,1.293374942,0.786783726,0,0.60950274,0,0,2.5,77.32,"No","NATURAL"
"682",7478,0.017,0.0047,89.7,1.135,0.182,1,10.19,0.7,0.097,0.009,0.001,0.033,6.89,0.144,9,3.786,0.622,0.297,0.01,0.248171429,1.72,8.10034482758621,8.40344827586207,12.4113793103448,4.42448275862069,11.6,9.078302308,2494.5,854,1.325485277,44.10977,-114.96528,30.8,70.73,0,1.40890513,1.212288245,0,1.20516069,0,0,0.68,89.11,"No","NATURAL"
"683",7479,0.01,0.0095,193.3,3.229,0.195,10,23,1.11,0.168,0.007,0,0.038,7.39,0.146,13,5.562,0.974,0.895,0.24,0.717714286,0.9,6.15,8.12794871794872,21.0564102564103,28.3076923076923,9.9,158.2617731,2133.65,1045,7.565321908,43.97952,-114.87971,82.2,66.72,0,1.095760232,1.123805012,0.22962963,1.18427064,0.02994,0,0.24,140,"No","NATURAL"
"684",7482,0,0.034,13679,24.1,46.3,21,2650,19.09,62.02,0,0,3.68,9.22,52.97,839,23.704,516,756.969,53.57,283.2,584.64,8.725,21.575,0.625,2675.75,0.33,1218.852908,521.91,3845,28.77943496,46.72182,-100.14114,5.4,37.88,0.14,0.253440801,0.198302419,0.610536779,0.208031969,3.74658,0.11,0.37,42.72,"No","NATURAL"
"685",7483,0,0.0078,1828,41.52,22.009,18,301,3.8,1.697,0.002,0,0.601,8.29,3.65,95,6.386,15.66,27.232,9.05,57,29.2,5.85,29.95,1.66666666666667,303,0.35,427.1516658,139.59,1301,18.29742019,32.82977,-96.72237,18.7,54.25,0.1775,1.567781525,0.870906832,0.861111111,0.440212372,0.12108,0.44,0.34,53.69,"Yes","MAN_MADE"
