"","SITE_ID","DATE_COL","DATECHEM","PH_FIELD","PH_LAB","COND","ANC","TURB","TOC","DOC","NH4N_PPM","NO3_NO2","NTL_PPM","PTL","CL_PPM","NO3N_PPM","SO4_PPM","CA_PPM","MG_PPM","NA_PPM","K_PPM","COLOR","SIO2","NH4ION","CATSUM","ANSUM2","CHLA","SECMEAN","VISIT_NO","LAT_DD","LON_DD","ST","EPA_REG","URBAN","NUT_REG","NUTREG_NAME","ECO_NUTA","LAKE_ORIGIN","ECO3_X_ORIGIN","REF_CLUSTER","RT_NLA","HUC_2","HUC_8","DO2_2M","SAMPLED","REPEAT","ALBERS_X","ALBERS_Y","FLD_LON_DD","FLD_LAT_DD","STATE_NAME","CNTYNAME","NHDNAME","LAKENAME","MDCATY","WGT","WGT_NLA","ADJWGT_CAT","WSA_ECO3","WSA_ECO9","ECO_LEV_3","ECO_L3_NAM","REFCLUS_NAME","REF_NUTR","AREA_HA","SIZE_CLASS","LAKEAREA","LAKEPERIM","SLD","DEPTH_X","DEPTHMAX","ELEV_PT","COM_ID","REACHCODE","DATEPHAB","CLASSP","EcoP6","ssiBedBld","ssiNATBedBld","rviLowWood","RVegQ_7","RVegQ_8","L_RVegQ_8","LRCVQ_7A","LRCVQ_7B","LRCVQ_7C","LRCVQ_7D","LRCVQ_8D","L_LRCVQ_8D","ElevXLat","ElevDLat","ElevXLon","XER","XER_X_Elev","WMT","RDisIXAgAdj5","RDisIXAgAdj4","RDisIXAgAdj3","RDisIXAgAdj2","RDis_InEx","RDis_IX","RvegQ_Var","RVegQ","LogRVegQ","LitCvrQ_Var","LitCvrQ","LogLitCvrQ","LitRipCVQ_Var","LitRipCVQ","LogLitRipCvQ","RVeg_OE","LitCvr_OE","LitRipCvr_OE","DATE_SECCHI","NTL","CLEAR_TO_BOTTOM","TSTATE_TP","TSTATE_TN","TSTATE_CHL","TSTATE_SECCHI"
"167","NLA06608-0044","7/30/2007","7/30/2007",8.4,8.49,306.7,3146.12,117,26.96,16.92,0.028,0.005,6.741,523,1.418,0.005,8.801,38.18,4.923,10.73,9.786,36,0.676,1.730910826,3029.04,3369.36,130.4,0.1,1,42.4048448,-101.7024805,"NE","Region_7","NO","IV","Great Plains Grass and Shrublands","IVnat","NATURAL","PLNLOW NATURAL","E","TRASH",10,10150004,7.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/30/2007",6741,"","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","4: HYPEREUTROPHIC (> 30 ug/L)","4: HYPEREUTROPHIC (<= 0.7 m)"
"168","NLA06608-0044","7/30/2007","7/30/2007",8.4,8.49,306.7,3146.12,117,26.96,16.92,0.028,0.005,6.741,523,1.418,0.005,8.801,38.18,4.923,10.73,9.786,36,0.676,1.730910826,3029.04,3369.36,130.4,0.1,2,42.4048448,-101.7024805,"NE","Region_7","NO","IV","Great Plains Grass and Shrublands","IVnat","NATURAL","PLNLOW NATURAL","E","TRASH",10,10150004,10.15,"YES","YES",-466125.0456,563391.006,-101.69385,42.40538,"Nebraska","CHERRY","","Steverson Lake",0.06081946,16.2838239,4.160811284,"NE","PLNLOW","SPL",44,"Nebraska Sand Hills","Plains and Lowlands: Higher-elevation, shallow lakes and reservoirs-northern central Plains","N",219.8023543,"04:>100-500 ha",2.198023543,12.39574206,2.358584436,1.6,1.6,1097.9,16041236,10150004001522,"7/30/2007","T","CENPL",0,0,0.147027417,0.045711537,0.069351852,-1.100442934,0.110355769,0.066605769,0.054222655,0.025055989,0.036876146,-1.329048102,46556.8667,25.89058275,-111649.6779,0,0,0,0.356097561,0.336842105,0.314285714,0.2875,0.255172414,0.356097561,"RVegQ_7",0.045711537,-1.254054859,"LITCVR_D",0.00440044,-1.841624237,"LRCVQ_7D",0.025055989,-1.455237781,0.260331096,0.038600351,0.163721828,"7/30/2007",6741,"","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","4: HYPEREUTROPHIC (> 30 ug/L)","4: HYPEREUTROPHIC (<= 0.7 m)"
"169","NLA06608-0044","7/30/2007","7/30/2007",8.4,8.49,306.7,3146.12,117,26.96,16.92,0.028,0.005,6.741,523,1.418,0.005,8.801,38.18,4.923,10.73,9.786,36,0.676,1.730910826,3029.04,3369.36,130.4,0.1,2,42.4048448,-101.7024805,"NE","Region_7","NO","IV","Great Plains Grass and Shrublands","IVnat","NATURAL","PLNLOW NATURAL","E","TRASH",10,10150004,10.15,"YES","YES",-466125.0456,563391.006,-101.69385,42.40538,"Nebraska","CHERRY","","Steverson Lake",0.06081946,16.2838239,4.160811284,"NE","PLNLOW","SPL",44,"Nebraska Sand Hills","Plains and Lowlands: Higher-elevation, shallow lakes and reservoirs-northern central Plains","N",219.8023543,"04:>100-500 ha",2.198023543,12.39574206,2.358584436,1.6,1.6,1097.9,16041236,10150004001522,"7/30/2007","T","CENPL",0,0,0.147027417,0.045711537,0.069351852,-1.100442934,0.110355769,0.066605769,0.054222655,0.025055989,0.036876146,-1.329048102,46556.8667,25.89058275,-111649.6779,0,0,0,0.356097561,0.336842105,0.314285714,0.2875,0.255172414,0.356097561,"RVegQ_7",0.045711537,-1.254054859,"LITCVR_D",0.00440044,-1.841624237,"LRCVQ_7D",0.025055989,-1.455237781,0.260331096,0.038600351,0.163721828,"7/30/2007",6741,"","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","4: HYPEREUTROPHIC (> 30 ug/L)","4: HYPEREUTROPHIC (<= 0.7 m)"
"170","NLA06608-0045","6/26/2007","6/26/2007",7.45,7.52,103.3,872.19,9.45,5.28,4.79,0.03,0.012,0.648,54,4.068,0.039,2.246,7.805,3.843,4.665,1.849,34,20.583,2.106824525,958.05,1036.51,20.16,0.86,1,37.2932049,-77.8898611,"VA","Region_3","NO","IX","Southeastern Temperate Forested Plains and Hills","IX","MAN-MADE","EHIGH MAN-MADE","B","SO-SO",2,2080207,9.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/26/2007",648,"","3: EUTROPHIC (>25-50 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","3: EUTROPHIC (>7 to 30 mg/L)","3: EUTROPHIC (0.7-2.1 m)"
"171","NLA06608-0045","6/26/2007","6/26/2007",7.45,7.52,103.3,872.19,9.45,5.28,4.79,0.03,0.012,0.648,54,4.068,0.039,2.246,7.805,3.843,4.665,1.849,34,20.583,2.106824525,958.05,1036.51,20.16,0.86,2,37.2932049,-77.8898611,"VA","Region_3","NO","IX","Southeastern Temperate Forested Plains and Hills","IX","MAN-MADE","EHIGH MAN-MADE","B","SO-SO",2,2080207,6.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/26/2007",648,"","3: EUTROPHIC (>25-50 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","3: EUTROPHIC (>7 to 30 mg/L)","3: EUTROPHIC (0.7-2.1 m)"
"172","NLA06608-0045","8/2/2007","8/2/2007",8.2,7.37,114.2,907.22,6.5,5.09,4.57,0.011,0,0.488,59,4.406,0,2.82,8.818,4.279,4.836,2.061,17,20.579,0.727531636,1055.93,1090.21,21.12,NA,1,37.2932049,-77.8898611,"VA","Region_3","NO","IX","Southeastern Temperate Forested Plains and Hills","IX","MAN-MADE","EHIGH MAN-MADE","B","SO-SO",2,2080207,9.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","NLA06608-0045","8/2/2007","8/2/2007",8.2,7.37,114.2,907.22,6.5,5.09,4.57,0.011,0,0.488,59,4.406,0,2.82,8.818,4.279,4.836,2.061,17,20.579,0.727531636,1055.93,1090.21,21.12,NA,2,37.2932049,-77.8898611,"VA","Region_3","NO","IX","Southeastern Temperate Forested Plains and Hills","IX","MAN-MADE","EHIGH MAN-MADE","B","SO-SO",2,2080207,6.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","NLA06608-0045","8/2/2007","8/2/2007",8.2,7.33,116.9,931.5,9.17,5.22,4.52,0.012,0.005,0.43,60,4.371,0.005,2.84,8.9,4.291,4.812,2.075,12,20.593,0.847633215,1060.48,1113.96,21.12,0.96,1,37.2932049,-77.8898611,"VA","Region_3","NO","IX","Southeastern Temperate Forested Plains and Hills","IX","MAN-MADE","EHIGH MAN-MADE","B","SO-SO",2,2080207,9.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/2/2007",430,"","3: EUTROPHIC (>25-50 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","3: EUTROPHIC (>7 to 30 mg/L)","3: EUTROPHIC (0.7-2.1 m)"
"175","NLA06608-0045","8/2/2007","8/2/2007",8.2,7.33,116.9,931.5,9.17,5.22,4.52,0.012,0.005,0.43,60,4.371,0.005,2.84,8.9,4.291,4.812,2.075,12,20.593,0.847633215,1060.48,1113.96,21.12,0.96,2,37.2932049,-77.8898611,"VA","Region_3","NO","IX","Southeastern Temperate Forested Plains and Hills","IX","MAN-MADE","EHIGH MAN-MADE","B","SO-SO",2,2080207,6.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/2/2007",430,"","3: EUTROPHIC (>25-50 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","3: EUTROPHIC (>7 to 30 mg/L)","3: EUTROPHIC (0.7-2.1 m)"
"176","NLA06608-0048","8/2/2007","8/2/2007",8.5,8.46,223.9,1851.08,16.7,5.21,4.77,0.011,0.005,0.773,111,7.665,0.005,8.282,24.44,7.642,5.434,3.294,10,4.164,0.686142682,2169.71,2239.71,54,0.28,1,36.7872968,-89.1757255,"MO","Region_7","NO","X","Texas-Louisiana Coastal and Mississippi Alluvial Plains","CPL","NATURAL","PLNLOW NATURAL","D","SO-SO",8,8020201,5.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/2/2007",773,"","4: HYPEREUTROPHIC (>50 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","4: HYPEREUTROPHIC (> 30 ug/L)","4: HYPEREUTROPHIC (<= 0.7 m)"
"177","NLA06608-0048","8/2/2007","8/2/2007",8.5,8.46,223.9,1851.08,16.7,5.21,4.77,0.011,0.005,0.773,111,7.665,0.005,8.282,24.44,7.642,5.434,3.294,10,4.164,0.686142682,2169.71,2239.71,54,0.28,2,36.7872968,-89.1757255,"MO","Region_7","NO","X","Texas-Louisiana Coastal and Mississippi Alluvial Plains","CPL","NATURAL","PLNLOW NATURAL","D","SO-SO",8,8020201,6.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/2/2007",773,"","4: HYPEREUTROPHIC (>50 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","4: HYPEREUTROPHIC (> 30 ug/L)","4: HYPEREUTROPHIC (<= 0.7 m)"
"178","NLA06608-0048","9/18/2007","9/18/2007",8.4,8.33,245.6,2032.25,18.2,5.14,4.77,0.01,0,0.943,82,8.252,0,7.683,26.36,8.343,6.093,3.599,9,4.708,0.634099561,2359.61,2424.97,22.693,NA,1,36.7872968,-89.1757255,"MO","Region_7","NO","X","Texas-Louisiana Coastal and Mississippi Alluvial Plains","CPL","NATURAL","PLNLOW NATURAL","D","SO-SO",8,8020201,5.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","NLA06608-0048","9/18/2007","9/18/2007",8.4,8.33,245.6,2032.25,18.2,5.14,4.77,0.01,0,0.943,82,8.252,0,7.683,26.36,8.343,6.093,3.599,9,4.708,0.634099561,2359.61,2424.97,22.693,NA,2,36.7872968,-89.1757255,"MO","Region_7","NO","X","Texas-Louisiana Coastal and Mississippi Alluvial Plains","CPL","NATURAL","PLNLOW NATURAL","D","SO-SO",8,8020201,6.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","NLA06608-0048","9/18/2007","9/18/2007",8.4,8.37,241.3,2042.71,17.7,5.24,4.9,0.012,0.005,1.004,84,8.271,0.005,7.656,26.46,8.416,6.128,3.641,7,4.708,0.766641217,2373.34,2435.4,22.693,0.48,1,36.7872968,-89.1757255,"MO","Region_7","NO","X","Texas-Louisiana Coastal and Mississippi Alluvial Plains","CPL","NATURAL","PLNLOW NATURAL","D","SO-SO",8,8020201,5.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/18/2007",NA,NA,NA,NA,NA,NA
"181","NLA06608-0048","9/18/2007","9/18/2007",8.4,8.37,241.3,2042.71,17.7,5.24,4.9,0.012,0.005,1.004,84,8.271,0.005,7.656,26.46,8.416,6.128,3.641,7,4.708,0.766641217,2373.34,2435.4,22.693,0.48,2,36.7872968,-89.1757255,"MO","Region_7","NO","X","Texas-Louisiana Coastal and Mississippi Alluvial Plains","CPL","NATURAL","PLNLOW NATURAL","D","SO-SO",8,8020201,6.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/18/2007",NA,NA,NA,NA,NA,NA
"182","NLA06608-0049","8/15/2007","8/15/2007",8.2,7.91,91.89,829.8,1.55,2.03,1.88,0.014,0.005,0.256,15,0.468,0.005,2.776,15.78,1.126,1.395,0.451,5,7.447,0.960377133,953.27,900.81,1.136,2.53,1,45.0623267,-117.1533553,"OR","Region_10","NO","II","Western Forested Mountains","II","MAN-MADE","WMTNS MAN-MADE","F","SO-SO",17,17050201,8.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/15/2007",NA,NA,NA,NA,NA,NA
"183","NLA06608-0050","7/2/2007","7/2/2007",6.64,7.05,25.53,122.67,1.78,5.69,5.14,0.012,0.005,0.303,16,0.596,0.005,2.825,1.997,0.474,1.134,0.841,33,4.906,0.851925151,210.43,198.39,3.952,1.5,1,43.4460179,-71.8086866,"NH","Region_1","NO","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","NATURAL","EHIGH NATURAL","B","SO-SO",1,1070003,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/2/2007",NA,NA,NA,NA,NA,NA
"184","NLA06608-0050","7/2/2007","7/2/2007",6.64,7.05,25.53,122.67,1.78,5.69,5.14,0.012,0.005,0.303,16,0.596,0.005,2.825,1.997,0.474,1.134,0.841,33,4.906,0.851925151,210.43,198.39,3.952,1.5,2,43.4460179,-71.8086866,"NH","Region_1","NO","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","NATURAL","EHIGH NATURAL","B","SO-SO",1,1070003,8.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/2/2007",NA,NA,NA,NA,NA,NA
"185","NLA06608-0050","8/30/2007","8/30/2007",7.2,6.9,24.99,116.03,2.88,7.32,6.3,0.009,0.007,0.361,17,0.584,0,2.688,2.241,0.472,1.188,0.87,34,0.206,0.637473241,225.29,188.53,9.36,NA,1,43.4460179,-71.8086866,"NH","Region_1","NO","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","NATURAL","EHIGH NATURAL","B","SO-SO",1,1070003,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","NLA06608-0050","8/30/2007","8/30/2007",7.2,6.9,24.99,116.03,2.88,7.32,6.3,0.009,0.007,0.361,17,0.584,0,2.688,2.241,0.472,1.188,0.87,34,0.206,0.637473241,225.29,188.53,9.36,NA,2,43.4460179,-71.8086866,"NH","Region_1","NO","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","NATURAL","EHIGH NATURAL","B","SO-SO",1,1070003,8.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","NLA06608-0050","8/30/2007","8/30/2007",7.2,6.89,24.82,106.06,3.41,7.12,6.13,0.005,0.005,0.399,18,0.569,0.005,2.623,2.183,0.469,1.142,0.528,38,0.207,0.568930547,211.4,176.85,10.08,1.1,1,43.4460179,-71.8086866,"NH","Region_1","NO","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","NATURAL","EHIGH NATURAL","B","SO-SO",1,1070003,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/30/2007",399,"","2: MESOTROPHIC (>10-25 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","3: EUTROPHIC (>7 to 30 mg/L)","3: EUTROPHIC (0.7-2.1 m)"
"188","NLA06608-0050","8/30/2007","8/30/2007",7.2,6.89,24.82,106.06,3.41,7.12,6.13,0.005,0.005,0.399,18,0.569,0.005,2.623,2.183,0.469,1.142,0.528,38,0.207,0.568930547,211.4,176.85,10.08,1.1,2,43.4460179,-71.8086866,"NH","Region_1","NO","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","NATURAL","EHIGH NATURAL","B","SO-SO",1,1070003,8.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/30/2007",399,"","2: MESOTROPHIC (>10-25 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","3: EUTROPHIC (>7 to 30 mg/L)","3: EUTROPHIC (0.7-2.1 m)"
"189","NLA06608-0053","8/23/2007","8/23/2007",7.72,8.02,196,1442.43,8.12,2.95,2.88,0.012,0.005,0.246,29,10.622,0.005,7.799,24.52,5.088,7.127,0.796,6,3.359,0.813995805,1973.42,1904.42,6.256,0.85,1,43.558193,-73.4396072,"NY","Region_2","YES","VII","Mostly Glaciated Dairy Region","VII","NATURAL","EHIGH NATURAL","B","SO-SO",2,2010001,7.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/23/2007",NA,NA,NA,NA,NA,NA
"190","NLA06608-0053","8/23/2007","8/23/2007",7.72,8.02,196,1442.43,8.12,2.95,2.88,0.012,0.005,0.246,29,10.622,0.005,7.799,24.52,5.088,7.127,0.796,6,3.359,0.813995805,1973.42,1904.42,6.256,0.85,2,43.558193,-73.4396072,"NY","Region_2","YES","VII","Mostly Glaciated Dairy Region","VII","NATURAL","EHIGH NATURAL","B","SO-SO",2,2010001,8.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/23/2007",NA,NA,NA,NA,NA,NA
"191","NLA06608-0053","9/27/2007","9/27/2007",NA,8.14,215.6,1568.46,6.23,2.73,2.8,0.011,0.005,0.275,19,15.002,0.005,9.608,24.32,5.79,8.433,0.775,6,1.391,0.734506286,2077.39,2191.65,5.008,1.05,1,43.558193,-73.4396072,"NY","Region_2","YES","VII","Mostly Glaciated Dairy Region","VII","NATURAL","EHIGH NATURAL","B","SO-SO",2,2010001,7.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/27/2007",NA,NA,NA,NA,NA,NA
"192","NLA06608-0053","9/27/2007","9/27/2007",NA,8.14,215.6,1568.46,6.23,2.73,2.8,0.011,0.005,0.275,19,15.002,0.005,9.608,24.32,5.79,8.433,0.775,6,1.391,0.734506286,2077.39,2191.65,5.008,1.05,2,43.558193,-73.4396072,"NY","Region_2","YES","VII","Mostly Glaciated Dairy Region","VII","NATURAL","EHIGH NATURAL","B","SO-SO",2,2010001,8.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/27/2007",NA,NA,NA,NA,NA,NA
